"TITLE","AUTHORS","YEAR","MAIN_LINK","DIRECT_LINK"
"ShakerVis: Visual analysis of segment variation of German translations of Shakespeare's Othello","Z Geng, T Cheesman, RS Laramee… - Information  …, 2015 - journals.sagepub.com",2015,"http://journals.sagepub.com/doi/abs/10.1177/1473871613495845","http://journals.sagepub.com/doi/full/10.1177/1473871613495845"
"Exploiting query logs for cross-lingual query suggestions","W Gao, C Niu, JY Nie, M Zhou, KF Wong… - ACM Transactions on  …, 2010 - dl.acm.org",2010,"http://dl.acm.org/citation.cfm?id=1740594","https://www.researchgate.net/profile/Wei_Gao56/publication/220515692_Exploiting_Query_Logs_for_Cross-Lingual_Query_Suggestion/links/54d506ff0cf2970e4e6419f8/Exploiting-Query-Logs-for-Cross-Lingual-Query-Suggestion.pdf"
"Document similarity amid automatically detected terms","H Joshi, J White - Forum for Information Retrieval Evaluation, December, 2014 - isical.ac.in",2014,"http://www.isical.ac.in/~fire/FIRE2014_Working_Notes.pdf","http://www.isical.ac.in/~fire/FIRE2014_Working_Notes.pdf"
"The Oxford handbook of language and law","PM Tiersma, L Solan - 2012 - books.google.com",2012,"http://books.google.com/books?hl=en&lr=&id=WF3aD5RvG4YC&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=cGK_NkN0qF&sig=AOgChPnkelhgxwFFzejkayhAAWY",NA
"Language Technology Support for Romanian","G Rehm, H Uszkoreit - The Romanian Language in the Digital Age, 2012 - Springer",2012,"http://www.springerlink.com/index/M315728U1027PP06.pdf",NA
"Distributional phrasal paraphrase generation for statistical machine translation","Y Marton - ACM Transactions on Intelligent Systems and  …, 2013 - dl.acm.org",2013,"http://dl.acm.org/citation.cfm?id=2483672","https://pdfs.semanticscholar.org/afae/3a2839688c7377e512147b2e7caaf73e1544.pdf"
"Patent mining: A survey","L Zhang, L Li, T Li - ACM SIGKDD Explorations Newsletter, 2015 - dl.acm.org",2015,"http://dl.acm.org/citation.cfm?id=2783704","https://pdfs.semanticscholar.org/6475/b117c4918c27c69114545cd20946d8c514be.pdf"
"Managing complexity: A technical communication translation case study in multilateral international collaboration","B Maylath, S Vandepitte, P Minacori… - Technical  …, 2013 - Taylor & Francis",2013,"http://www.tandfonline.com/doi/abs/10.1080/10572252.2013.730967","http://www.tandfonline.com/doi/full/10.1080/10572252.2013.730967"
"Interspeech 2013: Program","W Session - interspeech2013.org",NA,"http://www.interspeech2013.org/Media/25-08-13_IS13_Program.pdf","http://www.interspeech2013.org/Media/25-08-13_IS13_Program.pdf"
"Why and how does shared language affect subsidiary knowledge inflows? A social identity perspective","BS Reiche, AW Harzing, M Pudelko - Journal of International Business  …, 2015 - Springer",2015,"http://link.springer.com/article/10.1057/jibs.2015.3","http://link.springer.com/article/10.1057/jibs.2015.3"
"The bilingual mind: And what it tells us about language and thought","A Pavlenko - 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=fxWTAgAAQBAJ&oi=fnd&pg=PR9&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=vsoh-WiZZn&sig=eCveRIeAFWVBxiIqo3BNDwBYpcQ","http://www.academia.edu/download/40683460/Pavlenko_A._-_The_Bilingual_Mind._And_What_It_Tells_Us_about_Language_and_Thought_-_2014.pdf"
"'If but as well I other accents borrow, that can my speech diffuse': Multilingual perspectives on English Renaissance drama.","D Delabastita, T Hoenselaars - English Text Construction, 2013 - search.ebscohost.com",2013,"http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=18748767&AN=89384556&h=geK02x%2Fgc7pJk7hW6SjM0EHPLpsUTGuTsh1ZC%2FXDK4gkx0VJpDo3TM8FlIOaB%2BrSlm4I1K1uO%2BNObFE23lZvjg%3D%3D&crl=c",NA
"Improving multilingual sentiment analysis using linguistic knowledge","M Di Bari - 2015 - etheses.whiterose.ac.uk",2015,"http://etheses.whiterose.ac.uk/id/eprint/11883","http://etheses.whiterose.ac.uk/11883/1/thesis_final.pdf"
"Effective Strategies for Using Text-to-Speech, Speech-to-Text, and Machine-Translation Technology for Teaching Chinese: A Multiple-Case Study","R Yeh - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/b7c7f5131ffcb15765d9f9d34e8fd9c4/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Brains, not brawn: The use of “smart” comparable corpora in bilingual terminology mining","E Morin, B Daille, K Takeuchi, K Kageura - …  on Speech and Language  …, 2010 - dl.acm.org",2010,"http://dl.acm.org/citation.cfm?id=1839479",NA
"Multilingual word sense disambiguation using Wikipedia","B Dandala - 2013 - search.proquest.com",2013,"http://search.proquest.com/openview/5dc19fcbe6e667ed5441127d0e73a2f0/1?pq-origsite=gscholar&cbl=18750&diss=y","http://anthology.aclweb.org/I/I13/I13-1057.pdf"
"A Study in Computerized Translation Testing (CTT) for the Arabic Language","AJ Kuhn - 2012 - scholarsarchive.byu.edu",2012,"http://scholarsarchive.byu.edu/etd/3108/","http://scholarsarchive.byu.edu/cgi/viewcontent.cgi?article=4107&context=etd"
"Detection of Duplication in Documents and WebPages Based Documents Syntactical Structures through an Improved Longest Common Subsequence.","M Elhadi, A Al-Tobi - IJIPM, 2010 - researchgate.net",2010,"https://www.researchgate.net/profile/M_Elhadi/publication/220621493_Detection_of_Duplication_in_Documents_and_WebPages_Based_Documents_Syntactical_Structures_through_an_Improved_Longest_Common_Subsequence/links/00463535e565b5d3a9000000.pdf","https://www.researchgate.net/profile/M_Elhadi/publication/220621493_Detection_of_Duplication_in_Documents_and_WebPages_Based_Documents_Syntactical_Structures_through_an_Improved_Longest_Common_Subsequence/links/00463535e565b5d3a9000000.pdf"
"Key concepts in second language acquisition","S Loewen, H Reinders - 2011 - books.google.com",2011,"http://books.google.com/books?hl=en&lr=&id=16wcBQAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=-mp6MRwdOG&sig=a1FtpbKSLiEHEkW2SQJgRKlxptw",NA
"Errors in language learning and use: Exploring error analysis","C James - 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=7I1EAgAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=801y7bqmue&sig=IAh2UM9NnFkPmT0iaFu9KTN19QQ",NA
"The Routledge linguistics encyclopedia","K Malmkj,2009,"http://books.google.com/books?hl=en&lr=&id=O459AgAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=Dm4utnGupN&sig=ewJomJnASDxUFdByUWiyyfDYHms","http://14.139.206.50:8080/jspui/bitstream/1/2663/1/Malmkjaer,%20Kirsten%20-%20Linguistics%20Encyclopedia.pdf"
"Southern Gaul and the Mediterranean: Multilingualism and multiple identities in the Iron Age and Roman periods","A Mullen - 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=JZAZBgAAQBAJ&oi=fnd&pg=PR8&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=y4U_ubtCDA&sig=avF1EqGtvFeogWIdRxgH1PK1by8",NA
"Cognate vocabulary in language acquisition and use: Attitudes, awareness, activation","A Otwinowska - 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=5teOCgAAQBAJ&oi=fnd&pg=PR9&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=VACjb2VfmH&sig=onts090bVkOkKOUl2pwzHG2P0UY",NA
"Fine-grained linguistic soft constraints on statistical natural language processing models","YY Marton - 2009 - search.proquest.com",2009,"http://search.proquest.com/openview/cdb68a79351eef245015805448c19aad/1?pq-origsite=gscholar&cbl=18750&diss=y","http://www.dtic.mil/get-tr-doc/pdf?AD=ADA605286"
"Digital libraries and knowledge organization","D Soergel - Semantic digital libraries, 2009 - Springer",2009,"http://www.springerlink.com/index/p416374353100075.pdf",NA
"Automatic speech recognition for under-resourced languages: application to Vietnamese language","VB Le, L Besacier - …  on Audio, Speech, and Language  …, 2009 - ieeexplore.ieee.org",2009,"http://ieeexplore.ieee.org/abstract/document/4895261/","https://www.researchgate.net/profile/Viet_Bac_Le/publication/224436811_Automatic_Speech_Recognition_for_Under-Resourced_Languages_Application_to_Vietnamese_Language/links/569627f008ae3ad8e33e158e.pdf"
"Shaping the Future of the Multilingual Digital Europe","N Calzolari, P Baroni, N Bel, G Budin, K Choukri… - 2009 - flarenet.eu",2009,"http://www.flarenet.eu/sites/default/files/Vienna09_Proceedings.pdf","http://www.flarenet.eu/sites/default/files/Vienna09_Proceedings.pdf"
"Linguistics at school: Language awareness in primary and secondary education","K Denham, A Lobeck - 2010 - books.google.com",2010,"http://books.google.com/books?hl=en&lr=&id=lR0Qpf3dMWUC&oi=fnd&pg=PR8&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=FNiZbmbWzf&sig=6GLFsByh151aJmuzUpRM4huRnfs",NA
"LexBank: A Multilingual Lexical Resource for Low-Resource Languages","FA Al Tarouti - 2016 - cs.uccs.edu",2016,"http://www.cs.uccs.edu/~jkalita/work/StudentResearch/FerasAlTaroutiPhDThesis2016.pdf","http://www.cs.uccs.edu/~jkalita/work/StudentResearch/FerasAlTaroutiPhDThesis2016.pdf"
"Discovering Opinions from Customers' Unstructured Textual Reviews Written in Different Natural Languages","J Žižka, F Dařena - E-Marketing in Developed and Developing  …, 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=LNGeBQAAQBAJ&oi=fnd&pg=PA137&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=lSJv05WO2u&sig=oBu5GC_sIZ4nwB6B_jI8u37iOHw","https://pdfs.semanticscholar.org/57a7/7a7abe6a2b188788d0d8fdd5136380c76d87.pdf"
"Dubbing the multilingual moment: Translating English-language American television shows with French into French","J Thompson - 2009 - ruor.uottawa.ca",2009,"http://www.ruor.uottawa.ca/handle/10393/28445","http://www.ruor.uottawa.ca/bitstream/10393/28445/1/MR61353.PDF"
"Quaero publications","B University_Arar_2012a… - quaero.org",NA,"http://www.quaero.org/wp-content/uploads/2013/05/Quaero-publications_14052013.pdf","http://www.quaero.org/wp-content/uploads/2013/05/Quaero-publications_14052013.pdf"
"Ontology learning from text: A look back and into the future","W Wong, W Liu, M Bennamoun - ACM Computing Surveys (CSUR), 2012 - dl.acm.org",2012,"http://dl.acm.org/citation.cfm?id=2333115","https://www.researchgate.net/profile/Wei_Liu59/publication/239443286_Ontology_Learning_from_Text_A_Look_Back_and_into_the_Future/links/54c9e97b0cf2f0b56c24f1a2/Ontology-Learning-from-Text-A-Look-Back-and-into-the-Future.pdf"
"Business Education across Cultures and Languages","Y Koubaa - Service Science Research, Strategy and Innovation:  …, 2012 - books.google.com",2012,"http://books.google.com/books?hl=en&lr=&id=dJm-xMFQwgUC&oi=fnd&pg=PA428&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=DtbR1B4L8j&sig=HGoKZRLU54izv0yHEit2PUXfLng",NA
"Concordancing Software in Practice: An investigation of searches and translation problems across EU official languages","P Valli - 2013 - openstarts.units.it",2013,"http://www.openstarts.units.it/dspace/handle/10077/8591","http://www.openstarts.units.it/dspace/bitstream/10077/8591/1/Valli_PhD.pdf"
"New from Oxford University Press!","D Crystal, I Politeness, RBDZ K,2017,"https://www.linguistlist.org/pubs/papers/browse-papers.cfm?sort=LF","https://www.linguistlist.org/pubs/papers/browse-papers.cfm?sort=LF"
"Structural factors in Turkic language contacts","L Johanson - 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=28ZdAgAAQBAJ&oi=fnd&pg=PP1&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=0TEdXPjHzK&sig=2-k4UL1gAnVGo95EUko4uzSKwAw",NA
"Bootstrapping the language archive","S Bird - Linguistic Issues in Language Technology, 2011 - journals.linguisticsociety.org",2011,"http://journals.linguisticsociety.org/elanguage/lilt/article/download/2580/2580-5316-1-PB.pdf","http://journals.linguisticsociety.org/elanguage/lilt/article/download/2580/2580-5316-1-PB.pdf"
"Bidirectional transfer: Consequences of translation ambiguity for bilingual word meaning","T Degani - 2011 - search.proquest.com",2011,"http://search.proquest.com/openview/893234e78e39152de55c62573b43c290/1?pq-origsite=gscholar&cbl=18750&diss=y","http://d-scholarship.pitt.edu/8136/1/DeganiTamarDissertation2011.pdf"
"Measuring semantic relatedness using salient encyclopedic concepts","S Hassan - 2011 - search.proquest.com",2011,"http://search.proquest.com/openview/068d89da0e3a1ef6aa63782aebe546a8/1?pq-origsite=gscholar&cbl=18750&diss=y","http://www.academia.edu/download/30913837/dissertation.pdf"
"Travelling Languages: Culture, Communication and Translation in a Mobile World","J O'Regan, J Wilkinson, M Robinson - 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=L5O9CgAAQBAJ&oi=fnd&pg=PT8&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=KxcRzb4QmN&sig=FVIiXWixJ38idioshLkA2C_NCMk",NA
"Natural Language Processing using Word Connection Networks","Y Chen - 2015 - search.proquest.com",2015,"http://search.proquest.com/openview/91671dd2def67e29898c247f148add4a/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Lost in translation: international criminal tribunals and the legal implications of interpreted testimony","J Karton - 2008 - papers.ssrn.com",2008,"https://papers.ssrn.com/sol3/papers.cfm?abstract_id=1511946","https://www.vanderbilt.edu/wp-content/uploads/sites/78/karton-cr-author-revisions-ARJ-final.pdf"
"The Term “Global” in Cross-Cultural Studies: A Concordance Analysis","B Della Piana, M Monteleone - Transcultural Marketing for  …, 2013 - books.google.com",2013,"http://books.google.com/books?hl=en&lr=&id=3-iWBQAAQBAJ&oi=fnd&pg=PA166&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=tHDw_CNizM&sig=4QAxPAQX7VlWDaU1RWwmC6Hvh5E",NA
"Bilingual figurative language processing","RR Heredia, AB Cieślicka - 2015 - books.google.com",2015,"http://books.google.com/books?hl=en&lr=&id=iqwPBgAAQBAJ&oi=fnd&pg=PR9&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=gk9PZmP7Vk&sig=tdYEFI-0HhOPDOyZpweqBLebjW8","https://pdfs.semanticscholar.org/0f9f/f64be8d816302fe8dde3519cc0674e37669b.pdf"
"Machine Learning in Natural Language Processing","M Sokolova, S Szpakowicz - Handbook of Research on Machine  …, 2009 - books.google.com",2009,"http://books.google.com/books?hl=en&lr=&id=gFpKXO8H_6YC&oi=fnd&pg=PA302&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=6LUhHVpuhu&sig=gg4A2Qt1Xj5IulnRIrqS6ug-CFE","https://pdfs.semanticscholar.org/cb1f/98ea86970deb2b413b91423faf9f75863c02.pdf"
"Reusing ontologies and language components for ontology generation","D Lonsdale, DW Embley, Y Ding, L Xu… - Data & Knowledge  …, 2010 - Elsevier",2010,"http://www.sciencedirect.com/science/article/pii/S0169023X09001153","http://www.academia.edu/download/44404632/Reusing_ontologies_and_language_componen20160404-23543-t3mwtt.pdf"
"Dissolving Linguistic Borders? Contemporary Multilingual Literature in German-speaking Countries","K Foerster - 2014 - search.proquest.com",2014,"http://search.proquest.com/openview/7e6c6a8983eee5a4dbef3e2ef92ea89a/1?pq-origsite=gscholar&cbl=18750&diss=y",NA
"Multiword Expressions in NLP: General Survey and","A Gelbukh, O Kolesnikova - Computational Linguistics: Concepts …, 2014 - books.google.com",2014,"http://books.google.com/books?hl=en&lr=&id=EhOXBQAAQBAJ&oi=fnd&pg=PA178&dq=cross+language+multilingual+linguistic+detection+finding+discovery+copy+inter+multiple+translation+OR+plagiarism&ots=vMfa01f4C5&sig=X9M15C8Jmj3Cc8gz6Jq4y8FnYdI","https://pdfs.semanticscholar.org/fbc1/41313088ce12ba565de8f709011bb37d559c.pdf"
"Approaches for candidate document retrieval","S Suchomel, M Brandejs - Information and Communication  …, 2014 - ieeexplore.ieee.org",2014,"http://ieeexplore.ieee.org/abstract/document/6841959/","https://is.muni.cz/repo/1202731/published_version.pdf"
"A taxonomy of problems in arabic-english Translation: a systemic functional Linguistics approach Tawffeek abdou","TAS Mohammed - 2011 - etd.uwc.ac.za",2011,"http://etd.uwc.ac.za/xmlui/handle/11394/4103","http://etd.uwc.ac.za/xmlui/bitstream/handle/11394/4103/Mohammed_phd.pdf?sequence=1"
"Translating and (re) constructing the self in a different language: exploring the language memoirs"" Lost in translation"" by Eva Hoffman and"" Heading south, looking  …","S Meisch - 2011 - wiredspace.wits.ac.za",2011,"http://wiredspace.wits.ac.za/handle/10539/10907","http://wiredspace.wits.ac.za/bitstream/handle/10539/10907/PDF_ThesisFinalSubmission.pdf?sequence=3&isAllowed=y"
